InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,is_guest,LineRevenue
551902,23343,JUMBO BAG OWLS,4,2010-03-30 10:09:00,2.06,14131,United Kingdom,0,8.24
552728,85099B,JUMBO BAG RED RETROSPOT,16,2011-03-13 15:13:00,4.18,16411,United Kingdom,0,66.88
552912,21977,PACK OF 60 DINOSAUR CAKE CASES,29,2011-12-15 15:45:00,0.89,14603,United Kingdom,0,25.81
537749,23166,MEDIUM CERAMIC TOP STORAGE JAR,4,2011-12-06 15:17:00,3.25,19884,United Kingdom,0,13.0
550190,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2010-05-07 13:10:00,1.12,12560,United Kingdom,0,12.32
547350,85099C,JUMBO  BAG BAROQUE BLACK WHITE,16,2010-10-22 09:03:00,2.87,19829,United Kingdom,0,45.92
541722,22633,HAND WARMER UNION JACK,16,2011-08-06 13:23:00,1.97,18151,United Kingdom,0,31.52
549745,85099C,JUMBO  BAG BAROQUE BLACK WHITE,9,2010-11-23 15:06:00,3.71,18893,Germany,0,33.39
551215,21232,STRAWBERRY CERAMIC TRINKET BOX,11,2011-05-12 16:21:00,3.22,13949,United Kingdom,0,35.42
551533,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-09-21 11:59:00,1.87,16427,United Kingdom,0,7.48
538106,22469,HEART OF WICKER SMALL,14,2011-10-18 18:55:00,2.5,15633,United Kingdom,0,35.0
548492,23166,MEDIUM CERAMIC TOP STORAGE JAR,9,2011-01-23 09:53:00,4.73,12767,Netherlands,0,42.57000000000001
556050,22423,REGENCY CAKESTAND 3 TIER,3,2010-01-07 12:40:00,13.68,14198,United Kingdom,0,41.04
544732,71053,WHITE METAL LANTERN,9,2011-07-11 13:57:00,5.59,19421,United Kingdom,0,50.31
537091,22554,PLASTERS IN TIN SKULLS,18,2010-07-04 09:23:00,2.28,13785,United Kingdom,0,41.04
537302,23166,MEDIUM CERAMIC TOP STORAGE JAR,3,2010-02-01 13:33:00,5.89,14184,United Kingdom,0,17.669999999999998
544719,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2010-12-25 09:58:00,4.89,12546,United Kingdom,0,9.78
544318,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2011-09-20 18:51:00,2.7,12544,United Kingdom,0,2.7
556575,85099B,JUMBO BAG RED RETROSPOT,3,2011-02-26 13:21:00,3.43,19920,United Kingdom,0,10.290000000000001
557651,22386,JUMBO BAG PINK POLKADOT,6,2010-04-19 09:15:00,2.1,18807,Belgium,0,12.600000000000001
554318,85123B,IVORY HANGING HEART T-LIGHT HOLDER,5,2011-09-11 12:50:00,2.91,14579,United Kingdom,0,14.55
553311,84406B,CREAM CUPID HEARTS COAT HANGER,8,2010-06-14 16:58:00,2.33,13163,United Kingdom,0,18.64
542917,22386,JUMBO BAG PINK POLKADOT,5,2011-07-19 11:43:00,2.11,15855,United Kingdom,0,10.549999999999999
558023,84029E,RED WOOLLY HOTTIE WHITE HEART,12,2011-01-10 10:25:00,4.02,18495,United Kingdom,0,48.239999999999995
553238,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2011-02-05 18:25:00,3.66,15600,United Kingdom,0,62.22
538624,POST,POSTAGE,9,2010-01-15 13:23:00,19.73,18568,United Kingdom,0,177.57
537950,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14,2011-01-30 17:31:00,4.61,18020,United Kingdom,0,64.54
545280,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,2011-10-16 12:16:00,3.77,18799,United Kingdom,0,45.24
549935,22470,HEART OF WICKER LARGE,12,2011-11-04 11:17:00,7.24,12350,United Kingdom,0,86.88
553564,22554,PLASTERS IN TIN SKULLS,3,2010-12-08 09:05:00,2.33,15076,United Kingdom,0,6.99
557087,47566,PARTY BUNTING,6,2010-10-01 13:18:00,9.74,19210,United Kingdom,0,58.44
551490,22554B,PLASTERS IN TIN VINTAGE STAR,19,2011-11-22 15:54:00,2.78,18562,United Kingdom,0,52.81999999999999
553640,22557,PLASTERS IN TIN CIRCUS PARADE,215,2010-11-23 14:47:00,4.01,16155,United Kingdom,0,862.15
552052,22752,SET 7 BABUSHKA NESTING BOXES,7,2011-03-02 14:34:00,8.08,13340,United Kingdom,0,56.56
553511,23343,JUMBO BAG OWLS,2,2010-01-20 15:53:00,3.9,14316,United Kingdom,0,7.8
536594,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-11-27 16:10:00,2.77,14202,Belgium,0,11.08
549284,47566B,TEA TIME PARTY BUNTING,5,2010-02-01 17:50:00,6.57,19416,United Kingdom,0,32.85
549100,23343,JUMBO BAG OWLS,9,2010-12-29 14:00:00,3.63,16488,United Kingdom,0,32.67
549053,21977,PACK OF 60 DINOSAUR CAKE CASES,15,2010-07-29 14:29:00,1.64,16381,United Kingdom,0,24.599999999999998
550287,20727,LUNCH BAG  BLACK SKULL,6,2011-02-04 11:48:00,4.21,19273,EIRE,0,25.259999999999998
548186,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-11-15 16:24:00,2.85,16457,United Kingdom,0,22.8
558265,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2011-01-27 14:54:00,2.3,14846,EIRE,0,4.6
542330,22470,HEART OF WICKER LARGE,7,2010-01-31 13:43:00,5.36,15362,United Kingdom,0,37.52
552756,20727,LUNCH BAG  BLACK SKULL,12,2010-11-08 12:21:00,1.75,19938,United Kingdom,0,21.0
547182,22469,HEART OF WICKER SMALL,11,2010-02-04 12:35:00,3.96,17374,United Kingdom,0,43.56
554820,85099C,JUMBO  BAG BAROQUE BLACK WHITE,16,2010-01-21 09:36:00,2.85,13615,United Kingdom,0,45.6
557508,71053,WHITE METAL LANTERN,7,2010-01-28 16:08:00,4.77,18815,United Kingdom,0,33.39
541282,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2010-05-25 11:21:00,2.78,15306,United Kingdom,0,25.02
544818,POST,POSTAGE,9,2010-12-24 16:05:00,2.48,19518,USA,0,22.32
556300,22554B,PLASTERS IN TIN VINTAGE STAR,14,2011-03-23 12:48:00,3.0,18654,United Kingdom,0,42.0
539344,22386,JUMBO BAG PINK POLKADOT,2,2011-09-02 17:25:00,2.71,13031,United Kingdom,0,5.42
537721,22752,SET 7 BABUSHKA NESTING BOXES,46,2011-03-13 12:36:00,12.44,18037,United Kingdom,0,572.24
547370,23343,JUMBO BAG OWLS,3,2010-01-15 11:18:00,3.44,16620,United Kingdom,0,10.32
550933,22554B,PLASTERS IN TIN VINTAGE STAR,4,2010-12-13 13:28:00,3.99,12409,United Kingdom,0,15.96
547616,21212,PACK OF 72 RETROSPOT CAKE CASES,28,2010-11-13 12:36:00,0.67,17206,Switzerland,0,18.76
553055,71053,WHITE METAL LANTERN,5,2010-07-28 16:14:00,5.21,15965,United Kingdom,0,26.05
538808,20727,LUNCH BAG  BLACK SKULL,9,2011-01-15 12:57:00,4.86,16559,Germany,0,43.74
538846,85123A,WHITE HANGING HEART T-LIGHT HOLDER,25,2010-10-24 15:16:00,1.36,13721,United Kingdom,0,34.0
550343,M,Manual,16,2010-06-04 12:22:00,19.73,19834,Switzerland,0,315.68
557667,22470,HEART OF WICKER LARGE,6,2010-11-28 12:35:00,5.62,12871,United Kingdom,0,33.72
543899,22551,PLASTERS IN TIN WOODLAND ANIMALS,1,2011-11-22 13:28:00,3.55,14076,United Kingdom,0,3.55
555908,71053,WHITE METAL LANTERN,39,2011-11-05 13:30:00,5.32,19514,United Kingdom,0,207.48000000000002
544205,47566,PARTY BUNTING,2,2010-02-17 14:01:00,5.73,13660,United Kingdom,0,11.46
539596,20727,LUNCH BAG  BLACK SKULL,11,2010-12-31 09:58:00,4.31,17332,United Kingdom,0,47.41
540643,22551,PLASTERS IN TIN WOODLAND ANIMALS,27,2011-07-24 12:06:00,2.94,16932,United Kingdom,0,79.38
540779,22632,HAND WARMER RED POLKA DOT,27,2010-11-18 13:56:00,3.36,15817,United Kingdom,0,90.72
537193,21212,PACK OF 72 RETROSPOT CAKE CASES,9,2010-12-18 17:25:00,1.39,14382,United Kingdom,0,12.51
549403,84029E,RED WOOLLY HOTTIE WHITE HEART,10,2010-07-28 09:01:00,6.7,14282,United Kingdom,0,67.0
545566,22470,HEART OF WICKER LARGE,3,2010-03-05 16:09:00,4.51,15740,United Kingdom,0,13.53
545925,71053,WHITE METAL LANTERN,9,2010-12-29 13:02:00,6.46,16616,United Kingdom,0,58.14
545661,22386,JUMBO BAG PINK POLKADOT,7,2010-03-20 17:03:00,4.09,15029,United Kingdom,0,28.63
545027,47566,PARTY BUNTING,7,2011-11-30 16:01:00,7.28,12757,United Kingdom,0,50.96
542023,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-10-24 17:30:00,4.22,13618,United Kingdom,0,12.66
540376,POST,POSTAGE,6,2010-09-29 09:07:00,3.4,12540,Denmark,0,20.4
540724,23343,JUMBO BAG OWLS,2,2011-10-01 15:23:00,4.27,13732,United Kingdom,0,8.54
540222,POST,POSTAGE,6,2010-01-14 18:36:00,2.81,14469,United Kingdom,0,16.86
547098,23166,MEDIUM CERAMIC TOP STORAGE JAR,15,2010-01-14 16:23:00,5.48,17320,United Kingdom,0,82.2
556751,22469,HEART OF WICKER SMALL,4,2010-12-16 14:14:00,5.79,19491,EIRE,0,23.16
545474,M,Manual,3,2010-01-29 15:36:00,13.36,16306,United Kingdom,0,40.08
548244,M,Manual,51,2011-02-16 10:49:00,19.73,13225,Sweden,0,1006.23
555756,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2010-12-08 14:59:00,0.93,15582,United Kingdom,0,5.58
554361,47566,PARTY BUNTING,4,2011-12-13 13:22:00,5.04,14490,United Kingdom,0,20.16
547576,22554,PLASTERS IN TIN SKULLS,2,2011-02-23 12:21:00,4.01,18349,Germany,0,8.02
547411,20727,LUNCH BAG  BLACK SKULL,23,2010-01-08 09:56:00,2.09,15407,Australia,0,48.06999999999999
557033,47566B,TEA TIME PARTY BUNTING,18,2011-12-17 18:38:00,6.37,18915,EIRE,0,114.66
557741,22752,SET 7 BABUSHKA NESTING BOXES,10,2010-05-30 16:28:00,12.19,18033,United Kingdom,0,121.89999999999999
541946,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-03-02 18:50:00,12.15,13539,United Kingdom,0,24.3
536986,22470,HEART OF WICKER LARGE,5,2010-01-03 15:03:00,4.61,18993,United Kingdom,0,23.05
550735,47566,PARTY BUNTING,2,2010-11-30 11:21:00,6.66,16315,United Kingdom,0,13.32
557086,47566,PARTY BUNTING,7,2010-08-05 14:25:00,6.43,19358,Germany,0,45.01
554894,22469,HEART OF WICKER SMALL,3,2010-02-06 18:14:00,3.71,13299,United Kingdom,0,11.129999999999999
554566,84029E,RED WOOLLY HOTTIE WHITE HEART,18,2010-11-23 09:56:00,4.76,15902,United Kingdom,0,85.67999999999999
544794,22423,REGENCY CAKESTAND 3 TIER,23,2010-11-01 09:41:00,18.76,20004,Netherlands,0,431.48
554290,22423,REGENCY CAKESTAND 3 TIER,9,2011-08-12 09:53:00,18.69,18185,United Kingdom,0,168.21
536789,21977,PACK OF 60 DINOSAUR CAKE CASES,8,2011-08-23 16:00:00,0.51,18157,United Kingdom,0,4.08
542958,22752,SET 7 BABUSHKA NESTING BOXES,25,2011-07-05 16:06:00,11.04,14520,Netherlands,0,276.0
551808,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2010-01-06 15:13:00,1.13,16546,United Kingdom,0,4.52
541022,84029E,RED WOOLLY HOTTIE WHITE HEART,13,2011-12-23 15:33:00,3.66,16125,United Kingdom,0,47.58
548829,22423,REGENCY CAKESTAND 3 TIER,6,2011-05-14 16:10:00,19.73,17727,United Kingdom,0,118.38
543215,71053,WHITE METAL LANTERN,6,2010-01-11 16:32:00,5.8,15844,United Kingdom,0,34.8
550894,22551,PLASTERS IN TIN WOODLAND ANIMALS,3,2010-01-21 14:41:00,4.02,19043,United Kingdom,0,12.059999999999999
545772,71053,WHITE METAL LANTERN,3,2010-02-22 13:52:00,5.74,19055,United Kingdom,0,17.22
554992,21212,PACK OF 72 RETROSPOT CAKE CASES,13,2010-02-25 09:59:00,0.78,12459,United Kingdom,0,10.14
546556,22554,PLASTERS IN TIN SKULLS,19,2011-11-24 17:34:00,1.89,18881,United Kingdom,0,35.91
544883,20727,LUNCH BAG  BLACK SKULL,27,2010-06-20 13:18:00,4.06,16570,United Kingdom,0,109.61999999999999
554806,22557,PLASTERS IN TIN CIRCUS PARADE,3,2010-10-07 16:38:00,3.43,12918,United Kingdom,0,10.290000000000001
558037,22632,HAND WARMER RED POLKA DOT,10,2011-12-28 17:27:00,4.22,12640,Netherlands,0,42.199999999999996
553760,22469,HEART OF WICKER SMALL,14,2011-11-26 11:11:00,2.22,13539,United Kingdom,0,31.080000000000002
553145,22469,HEART OF WICKER SMALL,2,2011-08-31 17:25:00,3.32,13206,United Kingdom,0,6.64
547621,22554B,PLASTERS IN TIN VINTAGE STAR,34,2011-07-23 13:29:00,3.66,12548,United Kingdom,0,124.44
552738,22470,HEART OF WICKER LARGE,19,2010-12-24 12:28:00,7.07,19940,United Kingdom,0,134.33
540178,POST,POSTAGE,9,2011-09-02 10:40:00,4.45,19753,United Kingdom,0,40.050000000000004
556195,22557,PLASTERS IN TIN CIRCUS PARADE,15,2010-02-28 14:47:00,3.92,14225,United Kingdom,0,58.8
537549,20727,LUNCH BAG  BLACK SKULL,9,2011-05-22 09:38:00,2.24,19283,United Kingdom,0,20.160000000000004
558341,21232,STRAWBERRY CERAMIC TRINKET BOX,27,2011-08-25 14:45:00,4.01,15547,United Kingdom,0,108.27
554063,23343,JUMBO BAG OWLS,13,2011-12-24 15:08:00,2.6,14674,EIRE,0,33.800000000000004
551543,22423,REGENCY CAKESTAND 3 TIER,40,2010-05-14 11:29:00,19.73,14360,United Kingdom,0,789.2
546414,POST,POSTAGE,1,2010-12-08 09:46:00,3.0,14872,United Kingdom,0,3.0
552931,22423,REGENCY CAKESTAND 3 TIER,2,2010-04-26 13:44:00,19.73,14551,United Kingdom,0,39.46
553422,21212,PACK OF 72 RETROSPOT CAKE CASES,16,2010-01-08 12:20:00,1.58,18274,United Kingdom,0,25.28
546070,85123B,IVORY HANGING HEART T-LIGHT HOLDER,6,2010-07-01 11:47:00,2.04,14539,United Kingdom,0,12.24
551693,22557,PLASTERS IN TIN CIRCUS PARADE,10,2010-12-17 12:05:00,3.68,14509,United Kingdom,0,36.800000000000004
542403,22423,REGENCY CAKESTAND 3 TIER,6,2011-11-14 12:25:00,17.71,18618,United Kingdom,0,106.26
552253,20727,LUNCH BAG  BLACK SKULL,4,2011-12-19 14:33:00,3.45,14794,United Kingdom,0,13.8
538672,22633,HAND WARMER UNION JACK,8,2011-11-16 15:44:00,4.76,14095,United Kingdom,0,38.08
545028,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-03-02 14:00:00,3.64,18770,United Kingdom,0,21.84
544554,21977,PACK OF 60 DINOSAUR CAKE CASES,8,2011-12-15 16:31:00,0.84,15111,Netherlands,0,6.72
556417,85123B,IVORY HANGING HEART T-LIGHT HOLDER,4,2011-12-09 12:58:00,2.0,14539,United Kingdom,0,8.0
558106,85099C,JUMBO  BAG BAROQUE BLACK WHITE,83,2010-10-03 14:30:00,2.49,14066,United Kingdom,0,206.67000000000002
555972,85123A,WHITE HANGING HEART T-LIGHT HOLDER,60,2011-09-18 12:39:00,2.58,18225,United Kingdom,0,154.8
553567,22557,PLASTERS IN TIN CIRCUS PARADE,9,2010-10-31 16:21:00,2.52,12899,United Kingdom,0,22.68
551677,22752,SET 7 BABUSHKA NESTING BOXES,8,2011-11-16 11:44:00,14.41,16621,United Kingdom,0,115.28
543074,47566B,TEA TIME PARTY BUNTING,55,2011-03-11 10:37:00,5.44,18475,United Kingdom,0,299.20000000000005
544305,22632,HAND WARMER RED POLKA DOT,9,2010-01-06 11:00:00,4.22,14840,EIRE,0,37.98
548821,22423,REGENCY CAKESTAND 3 TIER,24,2010-11-09 16:03:00,19.73,14636,United Kingdom,0,473.52
551411,M,Manual,1,2011-05-25 10:45:00,19.73,14824,United Kingdom,0,19.73
537406,22557,PLASTERS IN TIN CIRCUS PARADE,2,2010-12-27 18:22:00,3.32,12379,United Kingdom,0,6.64
556661,21232,STRAWBERRY CERAMIC TRINKET BOX,8,2010-03-13 18:39:00,3.04,13317,United Kingdom,0,24.32
539947,85099B,JUMBO BAG RED RETROSPOT,31,2010-12-24 17:29:00,5.09,17513,Germany,0,157.79
554874,21232,STRAWBERRY CERAMIC TRINKET BOX,5,2011-08-28 11:43:00,3.37,19558,United Kingdom,0,16.85
539016,85099B,JUMBO BAG RED RETROSPOT,4,2011-09-01 16:45:00,3.51,15559,United Kingdom,0,14.04
544891,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-06-18 11:08:00,3.21,13802,United Kingdom,0,3.21
554729,85099B,JUMBO BAG RED RETROSPOT,8,2010-04-15 17:25:00,2.96,14555,United Kingdom,0,23.68
550049,22469,HEART OF WICKER SMALL,3,2011-02-20 18:42:00,2.68,14679,United Kingdom,0,8.040000000000001
541234,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,2011-04-27 15:23:00,3.6,17770,United Kingdom,0,7.2
555729,71053,WHITE METAL LANTERN,5,2010-11-28 14:46:00,5.77,18219,United Kingdom,0,28.849999999999998
551329,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2011-01-12 15:49:00,3.57,16474,United Kingdom,0,28.56
548960,22551,PLASTERS IN TIN WOODLAND ANIMALS,8,2010-12-17 17:56:00,3.77,18038,United Kingdom,0,30.16
557334,22632,HAND WARMER RED POLKA DOT,19,2010-03-09 17:05:00,3.99,14594,United Kingdom,0,75.81
544594,22469,HEART OF WICKER SMALL,50,2010-12-11 15:50:00,5.23,18973,Sweden,0,261.5
556794,21232,STRAWBERRY CERAMIC TRINKET BOX,10,2011-01-04 14:56:00,4.82,12885,United Kingdom,0,48.2
556623,22423,REGENCY CAKESTAND 3 TIER,25,2010-02-15 18:57:00,18.39,15632,United Kingdom,0,459.75
555730,POST,POSTAGE,16,2010-10-30 15:03:00,3.16,20002,France,0,50.56
544247,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2010-06-16 09:48:00,2.05,14781,United Kingdom,0,16.4
546158,21232,STRAWBERRY CERAMIC TRINKET BOX,5,2010-10-27 12:21:00,3.37,13827,United Kingdom,0,16.85
537259,22551,PLASTERS IN TIN WOODLAND ANIMALS,7,2010-12-09 13:39:00,4.25,12567,United Kingdom,0,29.75
552219,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2010-08-26 14:52:00,1.37,14930,United Kingdom,0,5.48
541548,22632,HAND WARMER RED POLKA DOT,5,2011-11-17 09:16:00,2.03,18679,United Kingdom,0,10.149999999999999
557064,21232,STRAWBERRY CERAMIC TRINKET BOX,10,2011-09-19 14:19:00,4.92,19291,United Kingdom,0,49.2
557409,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2011-01-06 16:17:00,4.56,14429,United Kingdom,0,18.24
539922,20727,LUNCH BAG  BLACK SKULL,11,2011-05-29 11:41:00,2.66,17411,United Kingdom,0,29.26
551860,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2011-11-13 09:55:00,4.83,18759,United Kingdom,0,19.32
540306,85099C,JUMBO  BAG BAROQUE BLACK WHITE,12,2011-03-06 13:49:00,2.68,17230,United Kingdom,0,32.160000000000004
540075,22554,PLASTERS IN TIN SKULLS,25,2011-12-21 15:15:00,3.6,16238,United Kingdom,0,90.0
543649,22633,HAND WARMER UNION JACK,9,2011-02-07 10:17:00,2.53,13351,Germany,0,22.77
556516,71053,WHITE METAL LANTERN,3,2010-06-30 17:59:00,3.82,13690,United Kingdom,0,11.459999999999999
537286,20727,LUNCH BAG  BLACK SKULL,6,2010-06-17 14:23:00,2.76,17729,United Kingdom,0,16.56
548673,20727,LUNCH BAG  BLACK SKULL,3,2011-11-11 12:41:00,2.64,17362,United Kingdom,0,7.92
549734,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-12-29 10:40:00,2.55,18324,Germany,0,10.2
538794,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2011-09-20 18:46:00,3.86,17606,United Kingdom,0,38.6
554259,23166,MEDIUM CERAMIC TOP STORAGE JAR,11,2011-11-08 13:19:00,2.92,15515,United Kingdom,0,32.12
548644,22551,PLASTERS IN TIN WOODLAND ANIMALS,6,2011-04-03 13:45:00,3.19,15664,United Kingdom,0,19.14
552668,22469,HEART OF WICKER SMALL,9,2010-01-07 12:20:00,3.22,15720,United Kingdom,0,28.98
553135,21977,PACK OF 60 DINOSAUR CAKE CASES,8,2010-05-15 14:39:00,1.61,18612,Belgium,0,12.88
552427,21730,GLASS STAR FROSTED T-LIGHT HOLDER,22,2010-04-23 11:59:00,2.33,16251,EIRE,0,51.260000000000005
558004,22557,PLASTERS IN TIN CIRCUS PARADE,1,2011-02-21 14:16:00,2.69,13030,United Kingdom,0,2.69
555629,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22,2011-12-13 09:32:00,4.58,13119,United Kingdom,0,100.76
552000,22557,PLASTERS IN TIN CIRCUS PARADE,6,2010-11-16 16:04:00,3.85,15849,United Kingdom,0,23.1
555492,71053,WHITE METAL LANTERN,8,2011-08-26 15:26:00,4.3,19391,United Kingdom,0,34.4
536502,85123B,IVORY HANGING HEART T-LIGHT HOLDER,5,2010-03-10 17:28:00,3.4,18642,United Kingdom,0,17.0
549334,85099B,JUMBO BAG RED RETROSPOT,4,2010-05-20 12:06:00,3.55,13335,United Kingdom,0,14.2
547514,85099B,JUMBO BAG RED RETROSPOT,8,2010-09-01 11:58:00,3.21,18703,United Kingdom,0,25.68
558011,22752,SET 7 BABUSHKA NESTING BOXES,12,2010-12-27 15:43:00,10.47,17302,United Kingdom,0,125.64000000000001
540388,22554,PLASTERS IN TIN SKULLS,4,2010-12-05 16:23:00,1.71,12527,United Kingdom,0,6.84
556556,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2011-11-14 10:52:00,6.23,17984,United Kingdom,0,37.38
552875,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,36,2011-12-18 15:27:00,7.49,14805,United Kingdom,0,269.64
536632,22469,HEART OF WICKER SMALL,13,2010-07-26 16:39:00,2.27,16434,United Kingdom,0,29.51
545361,23343,JUMBO BAG OWLS,12,2010-05-26 09:22:00,19.73,15764,Netherlands,0,236.76
552180,20727,LUNCH BAG  BLACK SKULL,15,2010-11-17 14:12:00,1.72,14327,United Kingdom,0,25.8
547549,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2010-11-20 18:00:00,3.65,19093,United Kingdom,0,29.2
543835,21232,STRAWBERRY CERAMIC TRINKET BOX,10,2011-12-15 16:46:00,2.63,15538,United Kingdom,0,26.299999999999997
547435,22554,PLASTERS IN TIN SKULLS,2,2010-01-10 18:55:00,3.51,17678,Netherlands,0,7.02
549318,47566B,TEA TIME PARTY BUNTING,6,2010-04-25 15:48:00,6.07,13016,EIRE,0,36.42
551642,POST,POSTAGE,1,2011-10-16 13:37:00,1.83,12515,Denmark,0,1.83
555443,84029E,RED WOOLLY HOTTIE WHITE HEART,13,2010-11-09 16:05:00,7.01,13994,France,0,91.13
548296,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2010-12-12 12:00:00,2.38,14072,United Kingdom,0,9.52
545167,47566B,TEA TIME PARTY BUNTING,3,2010-02-26 16:31:00,7.27,15379,United Kingdom,0,21.81
551852,23343,JUMBO BAG OWLS,6,2011-11-14 09:41:00,5.24,13513,United Kingdom,0,31.44
544609,21212,PACK OF 72 RETROSPOT CAKE CASES,17,2011-12-06 18:19:00,0.99,12611,United Kingdom,0,16.83
557683,22632,HAND WARMER RED POLKA DOT,3,2010-02-08 09:35:00,3.78,18942,United Kingdom,0,11.34
